Pos.X,Pos.Y,Pos.Z,Lat,Lon,Alt
4438536.937786622,3085403.903508605,3376938.435060013,32.16670230776335,34.80470319700687,1586.8688293853775
4434962.06640463,3084226.3454588414,3374381.900230741,32.16450443199266,34.81608999303596,-2827.8229289790615
4439099.880475213,3086224.983259659,3377297.726446856,32.164976456338906,34.80844279063832,2566.1637699194252
4435063.317915978,3084401.0151327327,3374450.86717271,32.16415294241704,34.816997799121424,-2636.318252074532
4436895.187962252,3085311.0287732277,3376332.441847921,32.16880246583925,34.813829711825655,78.31220992095768
4436859.787447062,3085277.337686516,3376307.1990735326,32.16884167107952,34.81375072324593,23.988611107692122
4435644.987578522,3083518.7160143545,3375071.864960318,32.16902074899143,34.80579285340288,-2327.814175441861
4436872.856654194,3085287.356050163,3376325.2550093094,32.16890052209003,34.81375882171954,47.52594458684325
4436880.702632094,3085288.7107172264,3376330.565399318,32.16890641746764,34.81372312258009,56.46068827062845
4436888.682226175,3085288.716610021,3376321.4162771534,32.168805106871666,34.81367487436203,57.137997936457396
4436876.87545893,3085286.167260834,3376318.1143632587,32.168833430845986,34.81372414847669,45.942605536431074
4435670.710286509,3085270.654551045,3375070.7660863874,32.16410758343548,34.820891229085085,-1463.8571551069617
4435074.7241933495,3084400.542240982,3374453.127220248,32.16412652555799,34.816924609478114,-2627.416533785872
4435675.594970452,3085277.346866476,3375070.955212176,32.16407142268377,34.8209199108873,-1457.1269517587498
4435660.689463697,3085258.1745860223,3375064.6127832346,32.16413431917069,34.82084326329762,-1480.1293349368498
4436886.458427837,3085296.781610859,3376319.999395427,32.16878095022978,34.81375853653313,58.735687555745244
4436884.123468203,3085286.9185769064,3376322.6684364057,32.16883756394797,34.813686816956015,53.767524127848446
4436887.397127588,3085285.706649804,3376329.4456679975,32.16887971537989,34.81365645267118,59.06525662355125
4436902.02235448,3085279.4682255127,3376338.9769665287,32.16891192101313,34.81351362583568,71.28922503069043
4436886.931285644,3085272.4592545307,3376316.5087452047,32.16881911008104,34.81354396006802,45.451690020971
4436904.354170851,3085268.3040246535,3376322.9512878167,32.16881099950506,34.81340233268851,58.98220757488161
4436898.503224562,3085262.3941588565,3376322.4088218906,32.16884612187731,34.81338630481501,51.77111115306616
4436891.574308546,3085249.5907270988,3376310.0637342744,32.168814294037304,34.813316796147845,34.195866716094315
4434495.568552569,3085022.068346964,3375338.5950352782,32.17146745298623,34.82584380803705,-2258.034187251702
4434500.724957016,3085015.1672774116,3375336.7973394794,32.171452324240555,34.825752490159,-2258.744410397485
4436923.042498886,3085231.3962491346,3376322.0509879543,32.16883162531242,34.812967950038086,53.654818926006556
4436927.906249026,3085220.5546485675,3376321.57603679,32.16883854439252,34.812844139165776,51.54288928024471
4436932.262011586,3085215.1594855324,3376322.949551291,32.16884664722834,34.812770812058915,52.69410404190421
4436933.5206649285,3085207.733310373,3376317.704111466,32.16882199999366,34.81269855174266,47.18736175540835
4436937.341605447,3085196.0661594723,3376324.062645944,32.16888745575806,34.81257386636023,47.59005443286151
4436936.713833473,3085194.2984186495,3376312.739806113,32.16880834296294,34.81256227853043,40.27140356134623
4435813.182421478,3085293.0418349053,3375186.7002116335,32.164369808060016,34.820223451827644,-1292.307364041917
4436944.744618899,3085181.6446372494,3376323.6872474146,32.16889493730826,34.81240352373052,45.56594708189368
4435751.852738034,3085162.335593477,3375072.505585673,32.16409799322726,34.81945694803266,-1458.8988466924056
4435754.623843125,3085152.3203462404,3375069.304646561,32.16409008752692,34.819352981383645,-1463.5180109394714
4436952.714653056,3085173.483690736,3376316.9607270905,32.16883454197371,34.81228424528433,43.580315405502915
4436951.288484694,3085167.7285908535,3376327.783825308,32.16893855666842,34.81224278111253,45.570012643001974
4435555.976867002,3084960.2958098385,3376385.122943262,32.17544601594151,34.81888406247337,-993.7915638899431
4434951.4907974955,3085023.299357363,3375110.336955392,32.16792344580222,34.82309315383761,-2062.160914292559
4436969.896735607,3085160.029718098,3376321.8461912475,32.16884098090007,34.81206313554331,51.62073571421206
4436972.226697634,3085151.0355427777,3376315.6771687884,32.16880935784883,34.811970741597044,45.60915389470756
4436976.148788204,3085150.9811285203,3376316.0099183507,32.16879658621586,34.81194652901469,48.48582611978054
4436980.102177128,3085134.339027149,3376300.6489073783,32.168709358996246,34.81177773597836,35.01308983750641
4436977.858601309,3085129.917321747,3376310.5956584723,32.168806251568796,34.81175282567806,36.61288322415203
4436986.927948707,3085123.3761344985,3376305.538856167,32.16874982812663,34.81164099331957,37.06270734779537
4435795.034919791,3085092.874743829,3375059.6331244623,32.164019919949226,34.81859079213527,-1469.3156230263412
4437012.795961301,3085113.11848581,3376316.1531337807,32.16875699606323,34.81139513567481,55.73473674431443
4437014.026413342,3085098.0648919246,3376308.9686648794,32.16873856370707,34.81125665045506,45.49032115191221
4437024.297678205,3085090.6477379776,3376319.5766755133,32.16879938022974,34.81112991898979,54.692429995164275
4437018.532985831,3085080.4909157073,3376311.691220743,32.1687897501643,34.81107639672569,41.57991202548146
4437030.470437155,3085071.696537275,3376318.4081792138,32.168818070796256,34.81092759224404,49.2024973584339
4437035.75937899,3085076.0683862176,3376318.775529389,32.16878804299032,34.810933637224714,55.18649576883763
4437031.986644631,3085074.8152949056,3376314.2960051014,32.16877215538789,34.810945563633695,49.57395616173744
4437034.256784107,3085067.232482878,3376323.559365238,32.16885470193356,34.810865816791015,52.4193988321349
4437026.563872533,3085060.37949896,3376298.7717297846,32.16871459444641,34.81085272379306,30.564231431111693
4437056.144185682,3085073.032318444,3376316.241189289,32.16869666127437,34.810783831157586,66.53745084628463
4437048.661440325,3085066.3754049526,3376316.086133449,32.16874322060093,34.81077117279578,58.03757344931364
4437058.147752279,3085073.662538556,3376318.5645273123,32.168704770985315,34.81077719067493,69.47144679259509
4437057.443723283,3085071.301063596,3376305.054208919,32.16861088790222,34.81076089560894,60.647935894317925
4437057.297681989,3085079.191451583,3376289.6635770984,32.16847235259084,34.81083046363104,56.16517250332981
4437059.56018806,3085063.4493926973,3376283.670295486,32.168460830739285,34.810679738698404,46.93966807797551
4437064.2090903325,3085071.0150028057,3376277.387084574,32.168373805435145,34.810717458763555,50.481359905563295
4437085.823148221,3085076.47329766,3376287.354140861,32.16834972641788,34.81063415546506,73.44735035207123
4437086.329788862,3085064.3094375045,3376283.650860999,32.16835279933026,34.81052520545419,65.94986391067505
4437089.3843902815,3085071.5897676614,3376266.2450212636,32.168187936124596,34.81057009156974,62.32389875035733
4437069.462337984,3085060.05829853,3376229.9992882195,32.168021390088505,34.810590288191335,23.60840019956231
4437095.382713293,3085062.54076213,3376233.603474377,32.16793992154183,34.81045501809551,44.74150186777115
4437106.358828743,3085065.58655007,3376233.3536341647,32.16788639906586,34.81041509994932,53.708790893666446
4437114.73245819,3085064.000852601,3376233.9568722257,32.16786234152286,34.81035061702197,59.08344290126115
4437098.621445105,3085055.68797599,3376216.988836457,32.16781910744018,34.81037576418061,34.83562356233597
4437111.508961305,3085055.5230961978,3376224.4871434392,32.16782599623917,34.810296329644984,47.70468224864453
4437102.455260731,3085039.6993253636,3376218.4002442034,32.16785859031553,34.81021338263252,30.52537120040506
4437122.442446949,3085040.953480862,3376235.9504174124,32.167910334645974,34.8101033315751,54.36618359666318
4437117.029086486,3085034.858942478,3376234.122420984,32.16793442360967,34.810083042923466,46.68556781113148
4437141.640997211,3085029.842363066,3376251.147890398,32.16798111809575,34.809890417019,70.43139672745019
4437115.870210865,3085028.953911884,3376224.6403693054,32.16788279425805,34.81003865451384,37.978750254027545
4437124.060014984,3085021.4927674783,3376234.182830612,32.16794380257348,34.8099241396293,45.14542935881764
4437133.239790198,3085015.3432665113,3376237.856226097,32.16795251142135,34.809815050962364,50.509627734310925
4437117.597658942,3085008.043662068,3376223.8517373228,32.16792727477591,34.809846179003934,28.655041279271245
4435930.876467635,3084985.716789683,3374984.428222103,32.16320396159376,34.81683544629375,-1466.7369784153998
4435930.771922563,3084983.660249022,3374986.2017270415,32.1632235539189,34.816818175587635,-1466.8595355786383
4437143.611938075,3084999.9124453077,3376238.9220890338,32.16796205281762,34.80961795342191,50.829370161518455
4437149.516304834,3084996.966288048,3376236.683455192,32.167929763682835,34.80955657312482,52.317494006827474
4437164.767285195,3084995.3197347037,3376236.055227831,32.16786936148543,34.8094499384683,61.787049762904644
4437133.246711481,3084973.290025213,3376238.480637116,32.16807250826143,34.80944894063087,30.526166267693043
4437164.130834143,3084979.581673867,3376241.5682288646,32.16795708785098,34.80931679256776,56.674925833940506
4437180.599582742,3084973.3496622453,3376237.1813032795,32.16787576015223,34.80916287250728,62.7739816242829
4437150.069804642,3084962.021497429,3376234.24297842,32.16800472662025,34.80924903245889,34.5172313041985
4437155.424564968,3084958.8212624537,3376241.751632779,32.16804970681558,34.80918876676681,40.690172884613276
4437160.966369608,3084954.0802432303,3376244.718795294,32.168063504656075,34.80911395668765,43.83065454941243
4437166.645593487,3084948.683684519,3376249.802374742,32.16809471313816,34.809032608548115,47.87625175714493
4437174.439302053,3084940.1015757467,3376254.138526789,32.168120611287215,34.80891073330788,51.45463690813631
4437176.16446104,3084938.0759089487,3376253.512404342,32.168114582837624,34.808882659129466,51.341480125673115
4437181.643580272,3084933.733832773,3376253.545812635,32.16810513920896,34.808811701387214,53.06922611873597
4437166.465631742,3084929.3343567024,3376246.715092779,32.16812488659617,34.80886526258331,36.75800258293748
4437192.078541447,3084926.906691649,3376263.0514090657,32.168155276471616,34.808689118189186,62.0836316421628
4437204.4627026655,3084924.1607627836,3376258.233575274,32.168077205993214,34.808590265374505,66.79899394698441
4437199.955408928,3084926.6304048435,3376271.3788443543,32.16818855030205,34.808639041860175,71.85829207021743
4437198.507105309,3084935.756070508,3376285.24579096,32.16827510247366,34.808727245551715,82.64414487499744
4437173.626485418,3084918.092762566,3376267.0164316506,32.16828243931793,34.808724066439694,47.11112497188151
4435382.324837864,3084051.2030795435,3374431.5384485163,32.16370664632633,34.812020122071594,-2593.9613587828353
4437180.298070091,3084930.969620152,3376277.3626054465,32.16829982554207,34.808795782170385,63.47859462257475
4437174.593456903,3084919.883922864,3376284.2932512253,32.16840560152147,34.80873380627243,57.847020025365055
4437162.800691108,3084917.26402414,3376282.674858912,32.168446916088335,34.80878237110059,47.52323157992214
4437150.940810886,3084910.677116227,3376288.2480808445,32.16855426532849,34.80879680942622,39.06516598910093
4435358.843419282,3084051.558542749,3374467.8975725505,32.16407593878294,34.81216539310903,-2590.754213165492
4437135.215094786,3084906.0131470007,3376308.047126593,32.16878017730509,34.80885138371219,36.42313811276108
4437128.86367492,3084902.273305166,3376310.118005928,32.168831273615524,34.80885726802624,31.30421472620219
4437129.548342192,3084910.777382268,3376313.0559170283,32.16882769343831,34.80892715267703,37.45354557223618
4435845.409370265,3083080.125517324,3375062.588987083,32.16936183424562,34.80075991542891,-2405.3474043989554
4437124.568985009,3084914.2833222724,3376334.1736259246,32.16899891569606,34.80898780795217,46.9300148524344
4435332.17583171,3084059.317185857,3374510.665921978,32.16448644352009,34.812394422758196,-2582.77150697913
4437091.939498166,3084898.267195414,3376322.8847648534,32.169085269876916,34.809045866987375,10.502734488807619
4435921.859086063,3084916.4015493374,3375111.5453053806,32.164400172461754,34.816286597673894,-1438.836154680699
4435914.09046063,3084908.5658250256,3375105.8898326247,32.164409097105754,34.81626541530796,-1451.0330931004137
4437106.321550964,3084932.442455099,3376350.755460957,32.16914765631685,34.809256320824566,51.851007429882884
4437114.108074983,3084943.7891570763,3376370.9952406934,32.16924036082381,34.80930796807322,73.5216307612136
4435812.015617309,3083115.3812517878,3375087.133597003,32.16958432725695,34.80126911001997,-2398.4580712504685
4437087.183413105,3084947.362841451,3376339.8352095317,32.16909884812406,34.8095020316662,39.945761741138995
4437074.6726603005,3084948.4849481503,3376332.365759018,32.169088073781964,34.8095875182436,27.81593333557248
4435790.896866971,3083133.015555351,3375069.6580093144,32.16948582927574,34.80155053131488,-2413.922220595181
4437075.50054568,3084975.7010338414,3376338.065492775,32.16905372401258,34.80981942309805,44.576955324970186
4437070.511595778,3084986.143693257,3376335.3677315474,32.16902417596393,34.80994052061784,44.71935802232474
4437057.2623588685,3084983.2097485405,3376323.524598404,32.168994042956434,34.80999516968919,27.788103880360723
4435765.152763779,3083166.564127598,3375059.079309468,32.169414613153776,34.801998553250606,-2421.240612412803
4435763.906695381,3083178.478593431,3375052.8673224896,32.169339428102425,34.80210986139932,-2419.6579918740317
4437058.976286389,3085028.494141845,3376326.2756463108,32.16888416827232,34.81037899297049,52.326169851236045
4437047.066516624,3085021.486860486,3376321.1592485476,32.16891126753976,34.81039007798918,37.93906650971621
4437037.317570205,3085033.0866411543,3376316.4674261557,32.168882089938265,34.810550057334154,34.27082513272762
4437062.588040157,3085066.9334076615,3376338.4719000915,32.1688576732443,34.81069174057436,79.904711403884
4437062.089193653,3085077.274910824,3376340.1197293354,32.16884387355855,34.810784780366085,85.43266408331692
4437041.959996193,3085066.400763752,3376314.1744045536,32.168754975221816,34.81081195356786,52.374501867219806
4437035.381090508,3085053.7605937435,3376308.329154842,32.16877093509947,34.81074174153489,38.582310980185866
4437037.683049535,3085068.702364353,3376315.994093539,32.16877941723964,34.810857874534435,51.48306735046208
4437045.326036539,3085071.2612048145,3376316.741520639,32.16874798034097,34.81083389001515,58.42937999218702
4437040.004894466,3085069.729554821,3376314.888260218,32.16875900766316,34.81085276319105,53.00435273256153
4437014.779825179,3085064.352181958,3376307.1380825154,32.168814023665284,34.81095862796816,28.748431416228414
4435502.8450379865,3082845.000464249,3375195.651146313,32.172373740587936,34.80078578484459,-2686.1924884030595
4437022.377989414,3085083.4319855003,3376303.996936874,32.168707797464286,34.81107872630374,41.57684986386448
4437002.750807881,3085081.4810738997,3376303.3197696577,32.16878534645211,34.811180537567196,26.632626995444298
4436986.78191867,3085070.4729841114,3376294.6716249636,32.16881245295251,34.811181366262225,5.6102401949465275
4436985.843219117,3085094.215645203,3376304.293154368,32.16882452242553,34.811393723357064,21.553964055143297
4436997.870636883,3085116.9579155697,3376313.283654426,32.16878340396426,34.811518893025756,45.68935266043991
4436995.089217173,3085121.6452465425,3376309.1333722784,32.168749839456424,34.81157652974389,43.8121191682294
4436988.519458375,3085136.687631279,3376314.992730137,32.16877923441135,34.81174723356969,49.6345061827451
4436972.180740699,3085127.8099870514,3376303.3331921985,32.16877897167105,34.81176884771111,27.781745622865856
4435667.152611958,3083298.714489816,3375042.191514878,32.16930988058603,34.803742718628335,-2434.502136453055
4436979.990180755,3085178.143440033,3376331.535237267,32.168825504628515,34.81215971757083,72.54753552842885
4435800.393576277,3085174.6401513387,3375102.0760193844,32.164098697505004,34.819270158414085,-1403.475603855215
4435778.355579526,3085164.042488329,3375092.98826346,32.16414523723434,34.81931133662741,-1428.7514768764377
4436959.398326557,3085177.1152347075,3376320.816207401,32.16882767183341,34.812275402604264,52.03263003658503
4436953.629029279,3085182.329085599,3376319.9602227267,32.16882958892418,34.81235570706803,50.086902058683336
4436943.460980388,3085178.198644576,3376319.6487939362,32.16887861538521,34.81238129697898,40.85879670176655
4436946.010794126,3085192.6672306173,3376324.8024248886,32.168868245736405,34.812491807819264,52.36632567457855
4436931.594729138,3085191.653576375,3376313.8402929567,32.16884417242587,34.812570240616125,36.02146692108363
4435415.489106395,3082986.6911975,3375209.452919924,32.17243524307418,34.802548731991344,-2671.10912097618
4436925.74309,3085214.6523155887,3376319.9815996895,32.16885107882053,34.812805854719336,46.33830101508647
4436917.983622129,3085211.313348495,3376318.412499697,32.16887884082137,34.812823756453184,38.49698658101261
4436917.68666318,3085226.8763788403,3376319.421409737,32.1688450539829,34.81296102405416,46.34833688382059
4436899.2055766685,3085215.7602321585,3376308.513130227,32.168865106993024,34.81297612436838,22.324872532859445
4435589.905706273,3083382.4963706243,3375037.779683106,32.16935115481032,34.804940012749974,-2450.0622768877074
4436899.661043874,3085243.4865880134,3376313.8099810784,32.168827745553386,34.81321471455737,38.86067712958902
4436913.704505034,3085257.5374433976,3376322.879561659,32.16880310563657,34.81325201870243,60.2392130382359
4436886.9020445,3085254.0604084474,3376313.6814789833,32.168848076138445,34.8133839833073,35.03493051137775
4435385.864925001,3083045.3147009104,3375209.5850486625,32.17239237109428,34.80323867183049,-2663.306752903387
4435379.561096992,3083052.05267499,3375215.2404565956,32.17244194932347,34.803335521344835,-2661.421546182595
4436885.5533769755,3085273.2131980145,3376322.0250585135,32.16886458381166,34.81355886309164,47.79540591593832
4436884.114267465,3085279.956126816,3376316.9007260036,32.16881265713365,34.81362626786775,47.32560121268034
4435566.023300629,3083418.162913008,3375042.651401169,32.16938476351303,34.8053952121388,-2446.8350962596014
4436888.7377010295,3085274.908154337,3376326.338199153,32.16888030976947,34.81355434261714,53.123926751315594
4438991.787315708,3086184.1191623723,3377173.4131794157,32.16456568329223,34.80874113074623,2405.1084483517334
4436903.46543735,3085282.230128312,3376326.2204377395,32.168801285388405,34.81352893209978,66.83507348690182
4437289.692908291,3084259.5215822603,3375507.903495589,32.16383451250043,34.80228842978453,-594.556991529651
4438633.836276964,3086010.976944473,3376805.5368390344,32.163643043134066,34.80940006116513,1876.8093579309061
4436886.5610096855,3085270.5509333867,3376324.736788452,32.16888860926975,34.81352959024145,48.652879662811756
